0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	1	2	1	1	0	0	1	1	0	1	3	0	1	1	0	1	0	1	1	0	3	2	4	3	3	3	0	2	6	4	0	5	5	0	4	3	16	7	4	11	2	2	12	8	7	8	9	10	7	14	8	2	6	13	12	5	10	8	6	13	13	10	18	18	65	28	82	76	12	96	89	38	73	60	19	10	10	21	14	7	10	9	4	17	19	23	29	34	14	6	8	14	29	8	17	19	10	21	43	22	30	19	26	19	29	24	16	23	28	36	21	24	43	26	30	32	22	10	30	32	24	19	23	17	8	13	24	20	26	9	13	14	23	13	16	17	15	11	6	8	25	15	15	18	13	7	20	16	14	5	10	17	6	21	17	12	10	14	4	3	12	16	14	17	12	6	6	11	15	15	24	19	10	2	9	15	8	21	8	1
0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	2	1	0	2	1	0	0	1	1	1	1	0	1	1	0	3	0	0	1	0	3	0	0	0	3	2	1	1	0	4	0	0	2	2	2	4	3	2	2	5	4	7	3	1	8	1	2	5	1	2	1	3	8	1	4	3	2	6	8	13	6	6	1	4	5	5	8	4	3	1	3	2	8	16	5	6	8	6	16	15	11	9	10	12	10	11	13	11	13	11	12	9	14	15	23	13	13	9	7	26	11	17	17	15	7	27	20	18	25	11	9	8	19	12	13	15	6	6	13	19	14	12	19	12	7	10	6	13	5	10	20	9	3	4	9	12	5	7	7	0	8	9	11	6	10	7	3	13	15	6	10	5	8	3	8	3	5	11	9	4	1	4	3	6	6	3	3
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	1	2	0	3	3	1	2	1	1	0	0	3	2	2	1	0	2	0	2	0	3	1	3	1	0	1	0	4	2	2	2	3	2	2	5	2	4	3	3	9	1	2	0	7	4	4	5	7	6	5	5	7	13	14	6	6	12	11	6	10	11	6	5	10	10	5	7	7	8	5	11	11	16	5	6	11	10	9	10	11	19	7	10	22	14	24	24	21	10	16	10	30	30	16	18	12	31	25	25	32	25	25	20	8	49	37	35	37	30	24	20	26	54	24	59	26	30	7	53	28	38	33	34	22	16	27	30	34	33	19	14	18	33	19	24	24	17	15	12	9	18	18	10	23	8	11	23	19	28	12	14	12	3	13	12	18	16	15	9	4	21	17	12	12	19	13	9	12	15	14	13	22	12	8	21	22	11	10	15	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	7	0	1	0	4	1	0	1	1	0	3	0	2	0	0	1	0	2	4	4	1	2	2	2	1	3	4	8	0	1	2	1	4	1	1	3	0	4	3	6	2	7	7	4	9	1	6	18	16	11	9	9	5	8	5	8	9	5	6	1	6	4	3	10	5	6	6	13	10	9	3	7	5	2	15	8	6	4	10	8	22	20	18	14	13	7	9	19	14	19	18	15	9	22	24	22	13	20	22	25	24	32	21	26	23	29	22	25	29	30	33	16	16	11	33	29	18	26	20	18	13	19	33	28	29	14	18	14	21	17	19	26	15	9	7	7	14	22	15	42	15	8	17	13	16	7	10	8	5	8	12	10	12	7	6	4	17	13	10	9	11	14	4	14	10	16	11	12	6	7	13	5	6	11	2	0
0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	2	1	0	2	1	0	3	2	2	1	2	3	0	3	1	2	1	4	0	0	3	1	2	2	0	1	0	1	2	2	1	1	0	0	0	2	1	5	1	2	2	3	4	1	2	2	4	3	3	9	7	5	6	5	2	7	8	9	9	7	12	6	8	5	12	11	3	11	7	12	4	10	13	9	5	3	8	7	10	10	15	5	9	10	9	29	22	21	9	21	10	23	12	20	17	23	27	39	21	33	20	24	20	14	26	29	24	34	27	20	23	13	33	24	47	26	19	12	38	30	32	18	29	9	11	27	25	28	24	20	13	13	20	15	20	12	18	18	8	7	26	16	11	15	11	3	12	15	21	10	8	2	3	10	13	15	4	8	10	6	11	17	22	16	12	9	9	9	15	11	19	14	8	6	10	13	11	6	5	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	3	2	1	1	0	2	0	0	0	0	0	2	1	2	0	1	0	0	0	1	1	1	4	1	0	1	1	5	0	4	0	1	8	4	0	3	0	4	2	2	7	2	3	6	3	3	7	6	7	5	3	5	2	3	4	3	4	2	3	2	4	5	8	11	4	1	6	7	7	7	4	6	5	6	5	11	9	10	8	10	9	9	10	20	17	12	11	14	9	20	15	14	18	23	14	19	29	18	19	10	15	19	26	24	17	22	19	19	27	22	29	31	22	22	21	9	34	20	27	27	18	11	9	15	21	19	23	14	12	15	19	20	13	19	13	16	6	13	15	16	15	15	14	4	15	15	14	5	8	3	4	10	14	13	10	14	13	2	11	7	12	11	9	3	6	16	13	13	16	19	13	3	18	13	14	9	8	0
0	0	4	0	0	1	2	1	1	9	6	3	2	0	2	1	4	1	0	2	5	1	6	1	0	3	0	6	0	4	2	2	0	2	1	2	2	3	4	0	2	2	1	0	1	0	0	1	3	1	1	1	0	0	2	0	0	1	1	1	3	9	1	0	3	4	4	8	3	6	1	4	5	6	9	10	5	2	8	4	13	10	7	5	8	9	9	7	13	16	7	8	13	10	19	22	18	18	11	7	15	14	14	32	23	13	12	29	18	21	23	21	24	50	48	53	46	45	32	30	41	52	28	43	38	48	25	44	58	51	53	50	41	7	57	47	47	38	27	39	21	37	47	39	31	23	18	22	38	32	34	31	33	18	15	8	40	22	20	31	19	7	37	32	32	26	18	18	4	25	19	22	24	23	18	8	29	33	20	24	22	25	18	21	34	30	24	33	9	17	20	30	10	14	10	1
1	0	0	0	0	0	0	0	1	3	1	0	1	0	0	1	1	1	2	1	1	2	0	3	0	0	0	2	0	1	0	1	1	1	2	1	3	2	3	1	3	1	0	2	1	1	0	2	1	0	1	3	1	0	1	2	0	0	0	0	2	2	1	1	2	5	1	0	7	4	2	3	0	0	5	3	5	3	5	1	2	1	4	3	2	4	4	5	4	7	9	2	5	7	10	11	6	3	4	5	57	9	15	6	7	7	4	19	16	13	9	12	9	25	32	10	12	20	13	9	26	40	22	18	25	23	9	14	30	14	28	13	20	5	27	33	19	26	18	9	15	21	19	30	17	9	13	11	33	60	14	29	10	17	5	9	20	12	13	19	12	7	27	22	14	4	6	5	4	10	12	14	12	18	3	5	20	16	14	10	21	6	10	14	18	12	15	10	8	3	9	10	10	12	3	2
0	0	1	0	0	0	0	1	1	3	3	2	0	1	0	2	0	5	0	0	3	0	2	0	1	4	0	0	1	0	0	2	1	2	0	1	1	2	2	1	1	1	1	2	0	0	2	0	1	2	0	0	2	3	0	0	2	4	1	7	2	4	2	0	2	5	4	4	9	13	4	3	6	5	5	3	5	3	10	4	9	7	8	2	2	9	11	8	10	7	3	7	4	7	14	11	15	8	8	16	13	18	22	20	14	11	11	21	30	24	9	19	22	40	39	28	28	29	17	17	33	39	27	29	37	39	14	37	52	39	34	35	21	10	60	46	35	33	21	15	11	18	32	31	27	27	7	23	35	39	23	28	24	15	20	7	19	19	12	12	31	21	23	26	18	27	14	16	5	20	23	21	17	26	14	11	14	29	13	27	19	20	4	18	20	19	13	24	15	4	18	20	23	11	6	1
0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	2	1	2	0	0	3	0	0	1	2	0	0	1	1	1	1	2	0	1	1	2	5	1	2	0	2	2	0	0	2	1	2	1	0	2	2	5	0	0	3	1	4	5	1	2	0	1	2	10	4	10	5	3	0	5	4	1	3	5	9	7	9	10	6	10	3	1	13	14	8	9	12	4	7	9	24	11	13	8	6	0	16	17	11	13	11	10	8	6	8	7	5	4	2	4	11	10	6	16	7	10	2	7	5	4	12	6	6	2	10	10	5	11	2	3	2	5	8	7	5	4	4	1	4	3	3	6	9	5	2	4	4	6	4	8	2	1	5	5	8	3	3	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	2	0	2	0	0	1	0	0	2	0	3	0	1	1	2	0	3	1	1	1	2	2	2	2	0	1	1	1	0	1	3	3	0	1	0	5	4	2	6	0	1	0	3	15	5	3	8	10	0	3	5	5	4	1	11	8	7	7	3	8	1	6	3	7	4	15	11	11	13	9	9	11	13	20	13	11	12	12	15	21	17	18	26	58	17	37	14	15	22	22	12	25	23	25	24	18	26	16	24	18	26	24	17	24	22	15	23	17	18	23	27	12	28	44	27	20	28	12	8	21	29	29	25	10	8	15	20	10	24	13	11	6	8	13	20	10	8	19	8	5	13	9	10	9	8	7	5	4	12	10	8	11	3	5	12	13	15	12	10	10	3	9	6	16	9	9	6	7	12	7	5	5	9	1
0	0	0	1	0	0	0	0	1	1	1	0	0	2	0	2	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	4	0	2	1	1	1	1	0	1	2	1	1	0	1	0	3	2	2	2	3	1	0	2	0	1	1	6	6	7	3	6	8	4	7	6	7	1	8	4	3	6	5	3	10	7	3	6	7	11	6	1	5	2	5	4	10	15	6	7	4	6	18	5	5	3	2	1	1	8	5	3	6	1	2	4	3	3	0	6	1	2	1	4	5	0	6	5	0	3	3	5	9	4	0	2	3	1	4	4	3	0	0	4	5	1	2	0	0
