3.4577833,-76.55584405249482
3.4722467999999997,-76.5231426669844
3.4505144000000003,-76.53573512663552
3.47103625,-76.5102982433038
3.47306925,-76.49502749686403
3.48588965,-76.48832019461389
3.455683,-76.4930836589611
3.4460564,-76.50407407878744
3.4424914500000003,-76.52505480652695
3.4204418,-76.52819577129966
3.4212460499999997,-76.51355654415318
3.4342329,-76.5034706535696
3.42803075,-76.49155872556648
3.4265621,-76.47616592465849
3.4040350000000004,-76.50282783466317
3.40411065,-76.5154314533145
3.386401,-76.52931156338195
3.3817471,-76.55237273123004
3.4225870499999997,-76.54384227202462
3.42015195,-76.56050099272197
3.42437175,-76.46429513675527
3.3533442,-76.53543090603756
